3.639395744388438381e+00,3.001684691459476362e+00,1.919048036606734176e+00,3.129295417654628153e+00,3.753454506677736724e+00,2.574917927218618008e+00,2.206289160269327532e+00,2.627709389980029009e+00,3.274278421002545514e+00,2.550425199632147422e+00,3.533984487943927277e+00,2.989247611616466571e+00,2.050604145290450653e+00,9.148193385089939955e-01,4.716038250247915897e+00,3.383122843204272812e+00,1.612951459977539415e+00,4.406711349302537606e+00,2.155471406279990010e+00,2.462374314673270170e+00
-4.669055889923384939e+00,-2.595200346868804964e+00,-1.411697907577667221e+00,-5.111339928063604710e+00,-3.751357567808061511e+00,-6.179587319862609007e+00,-5.232425417073343077e+00,-2.073328594182169304e+00,-2.343397637148167512e+00,-3.312285518875943247e+00,-3.770099871163923311e+00,-4.688874108777676852e+00,-5.889792006269703784e+00,-3.888876509300874140e+00,-4.563522972073527306e+00,-4.868152295651517747e+00,-4.241889557891382445e+00,-2.310308508775848146e+00,-3.833483485021957016e+00,-1.602585403196099323e+00
-5.390087697749110784e-01,3.803416171181682737e-01,2.684151797622818414e+00,2.115812648868629964e+00,1.767428622195422072e+00,-9.133956155019533618e-01,-9.331770927960563178e-01,2.212044865267572824e+00,1.105297276719313437e+00,1.266240594070963343e+00,-6.737352685900497296e-01,-2.051767063749331932e+00,1.100386842964276246e+00,-1.037564319440731353e-02,1.791207893501720605e-01,-1.458757079470196283e+00,7.645046057666289308e-01,9.139630580241118185e-01,8.324386814774238363e-01,1.160478960823739580e+00
2.518683522057729718e-02,4.615880002563144124e-02,-2.459837226223886120e+00,-3.320614356448574611e+00,-1.143134334664241303e+00,1.713935535269240695e+00,-2.754863899620363377e+00,-1.553454817146741496e+00,-2.700791053230616079e+00,-5.953617035389058287e-01,-1.193495623938538364e+00,-1.857923370645633510e+00,2.136031248801238291e+00,1.280169194948546973e+00,7.681605117194059140e-01,9.423090735688921527e-03,-1.188395478413083017e+00,-1.065680863182776550e+00,-1.074644271943937079e+00,-1.909135534534798451e+00
4.613456667501577013e-01,2.996231157297851055e+00,-1.051411825286593382e+00,2.048657333972057515e+00,-1.428979348096730551e-01,3.470849779305365423e+00,3.425802496532888597e+00,9.309708737717679039e-01,2.287346770157977716e+00,4.123975153855838016e+00,1.486193784599834311e+00,1.500437733426137621e+00,5.127118212950492193e-01,1.403550805704288695e+00,-1.202039631186060387e+00,1.684611678743748620e+00,-1.963906634021190811e-01,5.811180724654353424e-01,3.518036406057170495e+00,-3.387858392459477397e-01
1.509816950184686313e+00,9.476579312811859168e-01,1.595832179044612165e+00,-4.425897718005666892e-02,1.025598673628234536e+00,-2.656623656718293258e-01,3.395724785481011865e-01,1.069095698797015936e+00,2.008734378716064417e-01,1.639614816544928244e+00,9.719436586845706660e-01,-9.375875020005943750e-01,7.487478455900040686e-01,5.882457713181133974e-01,-6.623480430221653226e-01,1.527488600062380630e+00,1.356001666040315357e+00,-1.209462323804171291e-01,-1.758812055515226458e-01,2.331766097867326248e+00
-2.379742109345889034e+00,-1.139710619993108187e+00,2.440523838643193777e+00,-6.754097617533389997e-01,1.475226972836209960e+00,-2.724303524963989087e-01,2.056208134105737884e+00,-7.407422529916385390e-01,3.883129108963496723e-01,3.235167219052584864e-01,3.640910459859483250e-01,1.576189014483347473e+00,2.915892879361181578e-01,4.154001712789856526e-02,-8.362918206729330617e-01,1.268965634941441323e-01,6.211691882346093152e-01,-2.842521070358110524e-01,1.311660587791333876e+00,5.618726164505671861e-02
-2.382201146711045325e+00,-9.398984482563526033e-01,-2.686034207203979562e+00,-3.776929236006784762e+00,-6.520287229455199451e-01,-1.882057807366844804e+00,-1.286554036667473255e+00,-2.634735668407651055e+00,-1.241828305171495117e+00,-1.647885253162150176e+00,-2.565644855938728597e+00,4.071935139974791618e-01,-2.752521440114771067e+00,-5.596438234384522037e-01,-9.257583193245335629e-01,-2.276215000545496636e+00,-8.085910149908801525e-01,-2.319058917228512762e+00,-1.462568914849661672e+00,-1.992031421551662129e+00
2.432790605235229719e+00,3.378955072850004626e+00,-2.126918288551060687e-01,2.425760233390048537e+00,3.836466503861883925e+00,2.054977866305266687e+00,1.950704731741705000e+00,4.260236471074205333e+00,9.543182605302902299e-01,2.252024033463136288e+00,1.267533793215814608e+00,1.409411625580843541e+00,3.308663383199458075e+00,1.346680332751132303e+00,5.307686159807725623e+00,3.603313241378752085e+00,6.011113740327169275e+00,1.764729542465965251e+00,1.956996308088228886e+00,1.072576186496667194e+00
-2.999916836706032486e-01,-7.892988998686167879e-01,-1.645368300217159740e+00,-2.017602403277383161e+00,1.123001753301317684e+00,-3.298495027147358982e+00,-1.045290760044394140e+00,-1.805409276645371319e+00,-1.924236412622734038e+00,-3.937359933442052817e-01,-4.134779780678017325e+00,-6.997326108818500146e-01,-3.892523460958960957e-01,-5.867479959020589497e-01,-1.371414234930141918e+00,2.257267361470232547e+00,9.564683757106700046e-01,-1.645334039474857013e+00,-1.366106928169639856e+00,-7.145785341092036891e-02
